شناسه محصول,نام محصول,دسته‌بندی,کارگردان,ژانر,امتیاز وزندار,تعداد امتیازها,تعداد نظرات,بازدید,دانلود,نام کاربر,ایمیل کاربر,امتیاز کاربر,نظر کاربر
9,Oppenheimer,فیلم,کریستوفر نولان,"بیوگرافی, درام, تاریخی",3.78,13,4,304,50,Fatemeh779,fatemeh779@example.com,5,
9,Oppenheimer,فیلم,کریستوفر نولان,"بیوگرافی, درام, تاریخی",3.78,13,4,304,50,Amir456,amir456@example.com,4,
9,Oppenheimer,فیلم,کریستوفر نولان,"بیوگرافی, درام, تاریخی",3.78,13,4,304,50,Saman76,saman76@example.com,4,
9,Oppenheimer,فیلم,کریستوفر نولان,"بیوگرافی, درام, تاریخی",3.78,13,4,304,50,Leyla445,leyla445@example.com,2,
9,Oppenheimer,فیلم,کریستوفر نولان,"بیوگرافی, درام, تاریخی",3.78,13,4,304,50,Arman629,arman629@example.com,3,
9,Oppenheimer,فیلم,کریستوفر نولان,"بیوگرافی, درام, تاریخی",3.78,13,4,304,50,Pouria534,pouria534@example.com,4,
9,Oppenheimer,فیلم,کریستوفر نولان,"بیوگرافی, درام, تاریخی",3.78,13,4,304,50,Behnam387,behnam387@example.com,4,
9,Oppenheimer,فیلم,کریستوفر نولان,"بیوگرافی, درام, تاریخی",3.78,13,4,304,50,Behnam387,behnam387@example.com,,از همان دقیقه اول جذبم کرد.
9,Oppenheimer,فیلم,کریستوفر نولان,"بیوگرافی, درام, تاریخی",3.78,13,4,304,50,Kaveh21,kaveh21@example.com,,از همان دقیقه اول جذبم کرد.
9,Oppenheimer,فیلم,کریستوفر نولان,"بیوگرافی, درام, تاریخی",3.78,13,4,304,50,Tara392,tara392@example.com,,من که لذت بردم، دوست داشتنی بود.
9,Oppenheimer,فیلم,کریستوفر نولان,"بیوگرافی, درام, تاریخی",3.78,13,4,304,50,Mahdi175,mahdi175@example.com,,بازیگر نقش منفی عالی بود.
3,The Odyssey,فیلم,کریستوفر نولان,"اکشن, ماجراجویی, حماسی",2.78,8,1,228,14,Ali741,ali741@example.com,1,
3,The Odyssey,فیلم,کریستوفر نولان,"اکشن, ماجراجویی, حماسی",2.78,8,1,228,14,Sara236,sara236@example.com,2,
3,The Odyssey,فیلم,کریستوفر نولان,"اکشن, ماجراجویی, حماسی",2.78,8,1,228,14,Hossein94,hossein94@example.com,4,
3,The Odyssey,فیلم,کریستوفر نولان,"اکشن, ماجراجویی, حماسی",2.78,8,1,228,14,Fatemeh779,fatemeh779@example.com,4,
3,The Odyssey,فیلم,کریستوفر نولان,"اکشن, ماجراجویی, حماسی",2.78,8,1,228,14,Amir456,amir456@example.com,1,
3,The Odyssey,فیلم,کریستوفر نولان,"اکشن, ماجراجویی, حماسی",2.78,8,1,228,14,Maryam881,maryam881@example.com,1,
3,The Odyssey,فیلم,کریستوفر نولان,"اکشن, ماجراجویی, حماسی",2.78,8,1,228,14,Leyla445,leyla445@example.com,5,
3,The Odyssey,فیلم,کریستوفر نولان,"اکشن, ماجراجویی, حماسی",2.78,8,1,228,14,Niloofar373,niloofar373@example.com,5,
3,The Odyssey,فیلم,کریستوفر نولان,"اکشن, ماجراجویی, حماسی",2.78,8,1,228,14,Tuser,,,دکور و لباس‌ها حرفه‌ای بود.
4,Dune: Messiah,فیلم,دنی ویلنوو,"علمی-تخیلی, حماسی, درام",3.23,9,4,261,34,Mohammad363,mohammad363@example.com,5,
4,Dune: Messiah,فیلم,دنی ویلنوو,"علمی-تخیلی, حماسی, درام",3.23,9,4,261,34,Sara236,sara236@example.com,3,
4,Dune: Messiah,فیلم,دنی ویلنوو,"علمی-تخیلی, حماسی, درام",3.23,9,4,261,34,Neda911,neda911@example.com,1,
4,Dune: Messiah,فیلم,دنی ویلنوو,"علمی-تخیلی, حماسی, درام",3.23,9,4,261,34,Hossein94,hossein94@example.com,4,
4,Dune: Messiah,فیلم,دنی ویلنوو,"علمی-تخیلی, حماسی, درام",3.23,9,4,261,34,Mahdi175,mahdi175@example.com,5,
4,Dune: Messiah,فیلم,دنی ویلنوو,"علمی-تخیلی, حماسی, درام",3.23,9,4,261,34,Fatemeh779,fatemeh779@example.com,3,
4,Dune: Messiah,فیلم,دنی ویلنوو,"علمی-تخیلی, حماسی, درام",3.23,9,4,261,34,Amir456,amir456@example.com,3,
4,Dune: Messiah,فیلم,دنی ویلنوو,"علمی-تخیلی, حماسی, درام",3.23,9,4,261,34,Niloofar373,niloofar373@example.com,2,
4,Dune: Messiah,فیلم,دنی ویلنوو,"علمی-تخیلی, حماسی, درام",3.23,9,4,261,34,Elham952,elham952@example.com,3,
4,Dune: Messiah,فیلم,دنی ویلنوو,"علمی-تخیلی, حماسی, درام",3.23,9,4,261,34,Pouria534,pouria534@example.com,,دکور و لباس‌ها حرفه‌ای بود.
4,Dune: Messiah,فیلم,دنی ویلنوو,"علمی-تخیلی, حماسی, درام",3.23,9,4,261,34,Niloofar373,niloofar373@example.com,,حتماً قسمت دوم را هم خواهم دید.
4,Dune: Messiah,فیلم,دنی ویلنوو,"علمی-تخیلی, حماسی, درام",3.23,9,4,261,34,Saman76,saman76@example.com,,وقت تلف کردن، اصلاً ارزش نداشت.
4,Dune: Messiah,فیلم,دنی ویلنوو,"علمی-تخیلی, حماسی, درام",3.23,9,4,261,34,Amir456,amir456@example.com,,بازیگر نقش منفی عالی بود.
5,Mickey 17,فیلم,بونگ جون-هو,"علمی-تخیلی, ماجراجویی, درام",3.34,14,3,322,56,Tuser,,5,
5,Mickey 17,فیلم,بونگ جون-هو,"علمی-تخیلی, ماجراجویی, درام",3.34,14,3,322,56,Reza572,reza572@example.com,4,
5,Mickey 17,فیلم,بونگ جون-هو,"علمی-تخیلی, ماجراجویی, درام",3.34,14,3,322,56,Mohammad363,mohammad363@example.com,2,
5,Mickey 17,فیلم,بونگ جون-هو,"علمی-تخیلی, ماجراجویی, درام",3.34,14,3,322,56,Sara236,sara236@example.com,3,
5,Mickey 17,فیلم,بونگ جون-هو,"علمی-تخیلی, ماجراجویی, درام",3.34,14,3,322,56,Neda911,neda911@example.com,5,
5,Mickey 17,فیلم,بونگ جون-هو,"علمی-تخیلی, ماجراجویی, درام",3.34,14,3,322,56,Hossein94,hossein94@example.com,5,
5,Mickey 17,فیلم,بونگ جون-هو,"علمی-تخیلی, ماجراجویی, درام",3.34,14,3,322,56,Zahra47,zahra47@example.com,4,
5,Mickey 17,فیلم,بونگ جون-هو,"علمی-تخیلی, ماجراجویی, درام",3.34,14,3,322,56,Mahdi175,mahdi175@example.com,3,
5,Mickey 17,فیلم,بونگ جون-هو,"علمی-تخیلی, ماجراجویی, درام",3.34,14,3,322,56,Amir456,amir456@example.com,2,
5,Mickey 17,فیلم,بونگ جون-هو,"علمی-تخیلی, ماجراجویی, درام",3.34,14,3,322,56,Maryam881,maryam881@example.com,4,
5,Mickey 17,فیلم,بونگ جون-هو,"علمی-تخیلی, ماجراجویی, درام",3.34,14,3,322,56,Tara392,tara392@example.com,4,
5,Mickey 17,فیلم,بونگ جون-هو,"علمی-تخیلی, ماجراجویی, درام",3.34,14,3,322,56,Kaveh21,kaveh21@example.com,3,
5,Mickey 17,فیلم,بونگ جون-هو,"علمی-تخیلی, ماجراجویی, درام",3.34,14,3,322,56,Pouria534,pouria534@example.com,1,
5,Mickey 17,فیلم,بونگ جون-هو,"علمی-تخیلی, ماجراجویی, درام",3.34,14,3,322,56,Elham952,elham952@example.com,5,
5,Mickey 17,فیلم,بونگ جون-هو,"علمی-تخیلی, ماجراجویی, درام",3.34,14,3,322,56,Behnam387,behnam387@example.com,,دکور و لباس‌ها حرفه‌ای بود.
5,Mickey 17,فیلم,بونگ جون-هو,"علمی-تخیلی, ماجراجویی, درام",3.34,14,3,322,56,Mahdi175,mahdi175@example.com,,نمی‌فهمم چرا اینقدر معروف شده!
5,Mickey 17,فیلم,بونگ جون-هو,"علمی-تخیلی, ماجراجویی, درام",3.34,14,3,322,56,Hossein94,hossein94@example.com,,تکنیکال عالی، داستان متوسط.
2,28 Years Later: The Bone Temple 2026,فیلم,Nia DaCosta,ترسناک,3.41,8,1,221,14,Tuser,,2,
2,28 Years Later: The Bone Temple 2026,فیلم,Nia DaCosta,ترسناک,3.41,8,1,221,14,Reza572,reza572@example.com,3,
2,28 Years Later: The Bone Temple 2026,فیلم,Nia DaCosta,ترسناک,3.41,8,1,221,14,Mohammad363,mohammad363@example.com,5,
2,28 Years Later: The Bone Temple 2026,فیلم,Nia DaCosta,ترسناک,3.41,8,1,221,14,Neda911,neda911@example.com,1,
2,28 Years Later: The Bone Temple 2026,فیلم,Nia DaCosta,ترسناک,3.41,8,1,221,14,Zahra47,zahra47@example.com,5,
2,28 Years Later: The Bone Temple 2026,فیلم,Nia DaCosta,ترسناک,3.41,8,1,221,14,Mahdi175,mahdi175@example.com,4,
2,28 Years Later: The Bone Temple 2026,فیلم,Nia DaCosta,ترسناک,3.41,8,1,221,14,Arman629,arman629@example.com,5,
2,28 Years Later: The Bone Temple 2026,فیلم,Nia DaCosta,ترسناک,3.41,8,1,221,14,Behnam387,behnam387@example.com,3,
2,28 Years Later: The Bone Temple 2026,فیلم,Nia DaCosta,ترسناک,3.41,8,1,221,14,Pouria534,pouria534@example.com,,جزو بهترین‌هایی بود که دیدم!
